node_id,citizen_name,latitude,longitude,battery_percentage,bluetooth_status,is_rescue_team,signal,device,role,os
57,Alfredo Alvarado,14.598175,120.980853,23,false,false,89,laptop,peer,Android 13
58,Veronica Correa,14.597584,120.980128,60,true,false,81,smartphone,peer,iOS 17.5
59,Julio Arias,14.596899,120.979468,97,true,false,73,laptop,peer,iOS 16.7
60,Silvia Leon,14.596124,120.978881,34,false,false,65,smartphone,relay,Windows 11
61,Edgar Pacheco,14.595268,120.978375,71,true,false,57,laptop,peer,macOS Sonoma 14
62,Pilar Montes,14.594337,120.977959,8,true,false,49,smartphone,peer,Ubuntu 24.04
63,Martin Escobar,14.597652,120.982232,45,false,false,41,laptop,peer,Android 14
64,Marta Avila,14.596876,120.981736,82,true,false,94,smartphone,peer,Android 13
65,Nicolas Dominguez,14.596033,120.981332,19,true,false,86,laptop,relay,iOS 17.5
66,Carmen Sandoval,14.595131,120.981026,56,false,false,78,smartphone,peer,iOS 16.7
67,Hugo Zamora,14.594181,120.980824,93,true,false,70,laptop,peer,Windows 11
68,Cristina Montoya,14.593191,120.980731,30,true,false,62,smartphone,peer,macOS Sonoma 14
69,Alberto Estrada,14.592171,120.980751,67,false,false,54,laptop,peer,Ubuntu 24.04
70,Rosario Nunez,14.59699,120.983206,4,true,false,46,smartphone,relay,Android 14
71,Emilio Trujillo,14.596076,120.983088,41,true,false,99,laptop,peer,Android 13
72,Dolores Parra,14.595141,120.983081,78,false,false,91,smartphone,peer,iOS 17.5
73,Raul Padilla,14.594196,120.983188,15,true,false,83,laptop,peer,iOS 16.7
74,Amparo Figueroa,14.59325,120.98341,52,true,false,75,smartphone,peer,Windows 11
75,Manuel Cano,14.592314,120.983748,89,false,false,67,laptop,relay,macOS Sonoma 14
76,Josefa Castillo,14.5914,120.9842,26,true,false,59,smartphone,peer,Ubuntu 24.04
77,Enrique Cervantes,14.596805,120.98437,63,true,false,51,laptop,peer,Android 14
78,Milagros Rangel,14.595928,120.984651,100,false,false,43,smartphone,peer,Android 13
79,Sergio Marin,14.59508,120.985043,37,true,false,96,laptop,peer,iOS 17.5
80,Natividad Mora,14.59427,120.985543,74,true,false,88,smartphone,relay,iOS 16.7
81,Arturo Saavedra,14.593508,120.986147,11,false,false,80,laptop,peer,Windows 11
82,Remedios Franco,14.592806,120.98685,48,true,false,72,smartphone,peer,macOS Sonoma 14
83,Bernardo Valenzuela,14.592171,120.987649,85,true,false,64,laptop,peer,Ubuntu 24.04
84,Consuelo Calderon,14.597134,120.985501,22,false,false,56,smartphone,peer,Android 14
85,Cesar Duarte,14.59646,120.986129,59,true,false,48,laptop,relay,Android 13
86,Asuncion Contreras,14.595859,120.986845,96,true,false,40,smartphone,peer,iOS 17.5
87,Leandro Andrade,14.595339,120.987642,33,false,false,93,laptop,peer,iOS 16.7
88,Soledad Velazquez,14.594907,120.988513,70,true,false,85,smartphone,peer,Windows 11
89,Gerardo Maldonado,14.594571,120.989449,7,true,false,77,laptop,peer,macOS Sonoma 14
90,Purificacion Ibana,14.594337,120.990441,44,false,false,69,smartphone,relay,Ubuntu 24.04
91,Ignacio Adriano,14.597913,120.986384,81,true,false,61,laptop,peer,Android 14
92,Presentacion Batungbakal,14.597571,120.98724,18,true,false,53,smartphone,peer,Android 13
93,Rodrigo Macapagal,14.597332,120.988143,55,false,false,45,laptop,peer,iOS 17.5
94,Visitacion Enriquez,14.597201,120.989086,92,true,false,98,smartphone,peer,iOS 16.7
95,Aurelio Evangelista,14.597181,120.990058,29,true,false,90,laptop,relay,Windows 11
96,Wenceslao Ilagan,14.597275,120.991048,66,false,false,82,smartphone,peer,macOS Sonoma 14
97,James Manalo,14.597486,120.992046,3,true,false,74,laptop,peer,Ubuntu 24.04
98,Maria Poblete,14.598994,120.986852,40,true,false,66,smartphone,peer,Android 14
99,Jose Santos,14.599049,120.987772,77,false,false,58,laptop,peer,Android 13
100,Ana Reyes,14.599217,120.988691,14,true,true,50,smartphone,relay,iOS 17.5
